
0.99,0.58,-1.3655090835325
0.03,-0.2,-0.095272746166349
0.05,-0.71,-1.0647085397697
0.15,0.55,0.12271616421183
0.14,0.29,0.10242319965004
-0.86,0.31,-1.2053515252428
-0.39,0.4,-0.12140444491014
-1,-0.55,-2.6828260937109
0.39,-0.54,-1.1365432556292
0.11,-0.33,-0.61485475953896
0.98,0.27,-1.2444779681034
0.56,0.87,0.35288714841882
0.28,0.97,0.62567998121433
0.72,0.35,-0.61245016710349
-0.7,-0.88,-1.4540691030948
-0.61,-0.82,-1.3423842450178
-0.28,0.6,0.40096425994966
-0.74,-0.51,-1.3340861302394
0.28,-0.39,-0.68754435959678
0.99,0.62,-1.5448168370298
-0.34,-0.85,-1.4618545579939
0.59,0.96,0.53754715856346
-0.68,-0.73,-1.3867776670912
-0.48,-0.34,-0.81188795099448
-0.07,-0.11,-0.29544095212781
0.16,-0.01,-0.34525421160131
-0.3,0.34,0.14386549809426
0.04,0.75,0.87109738962627
-0.21,-0.37,-0.2436318596209
-0.07,0.23,0.27617704008472
0.53,-0.72,-1.311183624884
0.58,0,-0.62669560332099
-0.17,0.03,-0.016597307203418
-0.03,0.02,0.22169105641575
0.43,-0.25,-0.55493561936717
0.87,0.88,-0.91070945153235
-0.31,-0.6,-0.77951093318288
0.66,-0.11,-0.87855059819358
-0.85,0.55,-1.0368710844829
-0.59,0.5,-0.026460014735321
0.83,-0.02,-1.4600542009237
-0.98,-0.46,-2.4812172198438
-0.76,-0.36,-1.3885392767225
-0.08,-0.01,-0.033951369222785
0.55,-0.53,-1.109988978905
-1,0.5,-1.606631729089
0.81,-0.79,-1.9377763428258
-0.54,-0.63,-1.4957202510988
0.97,-0.94,-2.9473941447793
0.46,0.67,0.25981251428015
0.04,-0.71,-0.41525851807405
0.79,0.32,-0.95562953907219
0.35,0.72,0.52601950809067
0.04,0.53,0.21729483687049
0.64,-0.02,-0.84535185317698
0.59,0.66,0.024095360712041
-0.11,0.59,0.76522736733239
-0.17,0.69,0.70237147191587
0.9,-0.79,-2.7393422846779
0.37,-0.06,-0.29873027757553
-0.62,-0.78,-1.7031871181768
0.61,0.36,-0.47344887586257
0.06,0.72,0.58671016685904
0.33,-0.36,-0.24467550729435
0,-0.19,-0.15478317675647
0.67,0.46,-0.18669152831026
-0.34,-0.83,-1.2903408714384
-0.28,0.59,0.43089285725402
-0.24,0.52,0.25945074322866
0.47,0.48,0.17383860080449
0.75,-0.21,-1.1633936077595
0.81,-0.13,-1.1989347471374
-0.04,0.63,0.72692692072064
0.76,0.22,-1.0022881017278
-0.23,0.44,0.24526735911983
-0.63,-0.12,-0.77857759429277
0.45,0.65,0.2682832687903
0.34,-0.56,-0.65477065197017
-0.68,0.48,-0.21012187848028
-0.25,0.01,0.2282204180905
-0.3,-1,-1.169815794325
0.35,0.22,0.28264234701456
0.64,-0.74,-1.339228411814
-0.38,0.74,0.56570369090763
-0.98,-0.72,-2.8165003185019
0.73,-0.79,-1.8399483776018
-0.69,0.87,-0.005569408222548
0.52,0.04,-0.51689779694201
0.05,0.32,0.62273859671214
0.57,0.83,0.23829639845252
0.01,0.89,0.55591793416535
0.9,-0.43,-2.0104754256804
-0.86,-1,-2.5971276695795
-0.12,-0.49,-0.54332976215798
-0.26,0.15,-0.071933994747814
-0.75,0.91,-0.4348114007273
-0.08,0.63,0.37377906832816
0.07,0.26,0.39972143460651
-0.21,-0.64,-0.83431271204503
-0.61,-0.06,-1.0028276578136
0.39,0.99,0.59325216889684
0.36,0.17,0.16429739114249
0.72,-0.51,-1.4991790361798
0.09,-0.11,-0.32682836329754
-0.06,-0.18,-0.29193898762267
0.46,-0.03,-0.57701178206296
-0.25,-0.84,-1.0411232106691
-0.51,0.44,-0.23679646265377
-0.53,0.53,-0.046793973202754
-0.94,-0.91,-3.1393279576804
-0.22,-0.88,-0.93292822445828
-0.29,0.11,-0.27428969696567
0.83,-0.04,-1.4169305414436
0.85,0.47,-1.4068218256585
